Адрес (от),Широта (от),Долгота (от),Адрес (до),Широта (до),Долгота (до),Длительность (сек)
12-я линия В.О.,35,30.269990999999997,59.942195999999996,Большой просп. ВО,85,30.250614000000002,59.930178000000005,465.57142857142856
12-я линия В.О.,35,30.269990999999997,59.942195999999996,Вавиловых,14,30.390563,60.024752,2329.0
12-я линия В.О.,35,30.269990999999997,59.942195999999996,Динамо пр.,3,30.279864,59.972699,1010.0
12-я линия В.О.,35,30.269990999999997,59.942195999999996,Костюшко,2,30.295701,59.849212,1993.142857142857
12-я линия В.О.,35,30.269990999999997,59.942195999999996,Кузнецовская,25,30.332577,59.87143199999999,1836.4285714285713
12-я линия В.О.,35,30.269990999999997,59.942195999999996,Луначарского пр.,47,30.360164,60.036281,2299.0
12-я линия В.О.,35,30.269990999999997,59.942195999999996,Льва Толстого,6/8,30.321859999999997,59.965309,975.0
12-я линия В.О.,35,30.269990999999997,59.942195999999996,Мечникова пр.,27,30.410891999999997,59.986982999999995,1820.0
12-я линия В.О.,35,30.269990999999997,59.942195999999996,Оптиков,54,30.199033,60.000713,2312.0
12-я линия В.О.,35,30.269990999999997,59.942195999999996,Пискаревский просп.,47,30.431328999999998,59.983422999999995,1711.0
12-я линия В.О.,35,30.269990999999997,59.942195999999996,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,3205.0
12-я линия В.О.,35,30.269990999999997,59.942195999999996,Солидарности просп.,4,30.490114000000002,59.92828000000001,2255.0
12-я линия В.О.,35,30.269990999999997,59.942195999999996,Учебный пер.,5,30.336763,60.037252,2219.0
12-я линия В.О.,35,30.269990999999997,59.942195999999996,наб. реки Фонтанки,154,30.28255,59.915765,954.0
18-я линия В.О.,23,30.266856,59.936178000000005,Большой просп. ВО,85,30.250614000000002,59.930178000000005,348.77777777777777
18-я линия В.О.,23,30.266856,59.936178000000005,Будапештская,3,30.36382,59.873704000000004,2216.3333333333335
18-я линия В.О.,23,30.266856,59.936178000000005,Вавиловых,14,30.390563,60.024752,2383.8333333333335
18-я линия В.О.,23,30.266856,59.936178000000005,Динамо пр.,3,30.279864,59.972699,1138.0833333333333
18-я линия В.О.,23,30.266856,59.936178000000005,Загородный просп.,47,30.321195,59.921804,1173.2222222222222
18-я линия В.О.,23,30.266856,59.936178000000005,Костюшко,2,30.295701,59.849212,2011.1666666666667
18-я линия В.О.,23,30.266856,59.936178000000005,Кузнецовская,25,30.332577,59.87143199999999,1861.388888888889
18-я линия В.О.,23,30.266856,59.936178000000005,Литейный просп.,56,30.349456,59.935069999999996,1096.6666666666667
18-я линия В.О.,23,30.266856,59.936178000000005,Луначарского пр.,47,30.360164,60.036281,2394.277777777778
18-я линия В.О.,23,30.266856,59.936178000000005,Льва Толстого,6/8,30.321859999999997,59.965309,1079.611111111111
18-я линия В.О.,23,30.266856,59.936178000000005,Мечникова пр.,27,30.410891999999997,59.986982999999995,1912.8333333333333
18-я линия В.О.,23,30.266856,59.936178000000005,Народная,21,30.468124,59.879137,2232.5555555555557
18-я линия В.О.,23,30.266856,59.936178000000005,Оптиков,54,30.199033,60.000713,2426.0555555555557
18-я линия В.О.,23,30.266856,59.936178000000005,Пискаревский просп.,47,30.431328999999998,59.983422999999995,1796.388888888889
18-я линия В.О.,23,30.266856,59.936178000000005,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,3379.3888888888887
18-я линия В.О.,23,30.266856,59.936178000000005,Солидарности просп.,4,30.490114000000002,59.92828000000001,2290.8333333333335
18-я линия В.О.,23,30.266856,59.936178000000005,Учебный пер.,5,30.336763,60.037252,2297.222222222222
18-я линия В.О.,23,30.266856,59.936178000000005,наб. реки Фонтанки,154,30.28255,59.915765,974.0555555555555
2-я Советская,17,30.368096,59.931647999999996,Большой просп. ВО,85,30.250614000000002,59.930178000000005,1291.142857142857
2-я Советская,17,30.368096,59.931647999999996,Будапештская,3,30.36382,59.873704000000004,1428.2777777777778
2-я Советская,17,30.368096,59.931647999999996,Вавиловых,14,30.390563,60.024752,2009.2777777777778
2-я Советская,17,30.368096,59.931647999999996,Динамо пр.,3,30.279864,59.972699,1590.0555555555557
2-я Советская,17,30.368096,59.931647999999996,Загородный просп.,47,30.321195,59.921804,682.7777777777778
2-я Советская,17,30.368096,59.931647999999996,Костюшко,2,30.295701,59.849212,1742.6666666666667
2-я Советская,17,30.368096,59.931647999999996,Кузнецовская,25,30.332577,59.87143199999999,1179.611111111111
2-я Советская,17,30.368096,59.931647999999996,Литейный просп.,56,30.349456,59.935069999999996,342.3333333333333
2-я Советская,17,30.368096,59.931647999999996,Луначарского пр.,47,30.360164,60.036281,2112.722222222222
2-я Советская,17,30.368096,59.931647999999996,Льва Толстого,6/8,30.321859999999997,59.965309,1147.3333333333333
2-я Советская,17,30.368096,59.931647999999996,Мечникова пр.,27,30.410891999999997,59.986982999999995,1259.0555555555557
2-я Советская,17,30.368096,59.931647999999996,Народная,21,30.468124,59.879137,1135.3333333333333
2-я Советская,17,30.368096,59.931647999999996,Оптиков,54,30.199033,60.000713,1926.8333333333333
2-я Советская,17,30.368096,59.931647999999996,Пискаревский просп.,47,30.431328999999998,59.983422999999995,1137.7777777777778
2-я Советская,17,30.368096,59.931647999999996,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,2862.9444444444443
2-я Советская,17,30.368096,59.931647999999996,Солидарности просп.,4,30.490114000000002,59.92828000000001,1230.6666666666667
2-я Советская,17,30.368096,59.931647999999996,Учебный пер.,5,30.336763,60.037252,2113.777777777778
