№,Улица (от),Дом (от),Широта (от),Долгота (от),Улица (до),Дом (до),Широта (до),Долгота (до),Длительность (сек)
1347,Омская,9,30.319884000000002,59.994009,Аккуратова,2,30.301594,60.015377,949.9090909090909
1348,Омская,9,30.319884000000002,59.994009,Большой просп. ВО,85,30.250614000000002,59.930178000000005,1517.1818181818182
1349,Омская,9,30.319884000000002,59.994009,Будапештская,3,30.36382,59.873704000000004,2667.3636363636365
1350,Омская,9,30.319884000000002,59.994009,Вавиловых,14,30.390563,60.024752,1388.909090909091
1351,Омская,9,30.319884000000002,59.994009,Динамо пр.,3,30.279864,59.972699,935.5454545454545
1352,Омская,9,30.319884000000002,59.994009,Загородный просп.,47,30.321195,59.921804,1571.6363636363637
1353,Омская,9,30.319884000000002,59.994009,Костюшко,2,30.295701,59.849212,2944.6363636363635
1354,Омская,9,30.319884000000002,59.994009,Кузнецовская,25,30.332577,59.87143199999999,2428.3636363636365
1355,Омская,9,30.319884000000002,59.994009,Литейный просп.,56,30.349456,59.935069999999996,1227.4545454545455
1356,Омская,9,30.319884000000002,59.994009,Луначарского пр.,47,30.360164,60.036281,1378.5454545454545
1357,Омская,9,30.319884000000002,59.994009,Льва Толстого,6/8,30.321859999999997,59.965309,933.9090909090909
1358,Омская,9,30.319884000000002,59.994009,Мечникова пр.,27,30.410891999999997,59.986982999999995,1213.0
1359,Омская,9,30.319884000000002,59.994009,Народная,21,30.468124,59.879137,2152.5454545454545
1360,Омская,9,30.319884000000002,59.994009,Оптиков,54,30.199033,60.000713,1397.1818181818182
1361,Омская,9,30.319884000000002,59.994009,Пискаревский просп.,47,30.431328999999998,59.983422999999995,1501.1818181818182
1362,Омская,9,30.319884000000002,59.994009,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,2350.3636363636365
1363,Омская,9,30.319884000000002,59.994009,Учебный пер.,5,30.336763,60.037252,1294.2727272727273
1364,Омская,9,30.319884000000002,59.994009,наб. реки Фонтанки,154,30.28255,59.915765,1911.7272727272727
1365,Онежская (Колпино),1,30.618807,59.73194,Большой просп. ВО,85,30.250614000000002,59.930178000000005,980.0
1366,Онежская (Колпино),1,30.618807,59.73194,Будапештская,3,30.36382,59.873704000000004,1985.0
1367,Онежская (Колпино),1,30.618807,59.73194,Вавиловых,14,30.390563,60.024752,2651.0
1368,Онежская (Колпино),1,30.618807,59.73194,Загородный просп.,47,30.321195,59.921804,903.0
1369,Онежская (Колпино),1,30.618807,59.73194,Костюшко,2,30.295701,59.849212,1966.0
1370,Онежская (Колпино),1,30.618807,59.73194,Кузнецовская,25,30.332577,59.87143199999999,1818.0
1371,Онежская (Колпино),1,30.618807,59.73194,Литейный просп.,56,30.349456,59.935069999999996,871.0
1372,Онежская (Колпино),1,30.618807,59.73194,Луначарского пр.,47,30.360164,60.036281,2764.0
1373,Онежская (Колпино),1,30.618807,59.73194,Льва Толстого,6/8,30.321859999999997,59.965309,1062.0
1374,Онежская (Колпино),1,30.618807,59.73194,Мечникова пр.,27,30.410891999999997,59.986982999999995,1691.0
1375,Онежская (Колпино),1,30.618807,59.73194,Народная,21,30.468124,59.879137,2082.0
1376,Онежская (Колпино),1,30.618807,59.73194,Оптиков,54,30.199033,60.000713,2118.0
1377,Онежская (Колпино),1,30.618807,59.73194,Пискаревский просп.,47,30.431328999999998,59.983422999999995,1574.0
1378,Онежская (Колпино),1,30.618807,59.73194,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,3048.0
1379,Онежская (Колпино),1,30.618807,59.73194,Солидарности просп.,4,30.490114000000002,59.92828000000001,2197.0
1380,Онежская (Колпино),1,30.618807,59.73194,Учебный пер.,5,30.336763,60.037252,2719.0
1381,Онежская (Колпино),1,30.618807,59.73194,наб. реки Фонтанки,154,30.28255,59.915765,803.0
1382,Онежская,1,30.570424,59.729907999999995,Аккуратова,2,30.301594,60.015377,4205.375
1383,Онежская,1,30.570424,59.729907999999995,Большой просп. ВО,85,30.250614000000002,59.930178000000005,3704.25
1384,Онежская,1,30.570424,59.729907999999995,Будапештская,3,30.36382,59.873704000000004,2595.0
1385,Онежская,1,30.570424,59.729907999999995,Вавиловых,14,30.390563,60.024752,3957.0
1386,Онежская,1,30.570424,59.729907999999995,Динамо пр.,3,30.279864,59.972699,4319.375
1387,Онежская,1,30.570424,59.729907999999995,Загородный просп.,47,30.321195,59.921804,2715.5
1388,Онежская,1,30.570424,59.729907999999995,Костюшко,2,30.295701,59.849212,2424.125
1389,Онежская,1,30.570424,59.729907999999995,Кузнецовская,25,30.332577,59.87143199999999,2324.5
1390,Онежская,1,30.570424,59.729907999999995,Литейный просп.,56,30.349456,59.935069999999996,3287.25
1391,Онежская,1,30.570424,59.729907999999995,Луначарского пр.,47,30.360164,60.036281,3845.125
1392,Онежская,1,30.570424,59.729907999999995,Льва Толстого,6/8,30.321859999999997,59.965309,3913.5
1393,Онежская,1,30.570424,59.729907999999995,Мечникова пр.,27,30.410891999999997,59.986982999999995,3257.375
1394,Онежская,1,30.570424,59.729907999999995,Народная,21,30.468124,59.879137,2502.25
1395,Онежская,1,30.570424,59.729907999999995,Оптиков,54,30.199033,60.000713,4602.25
1396,Онежская,1,30.570424,59.729907999999995,Пискаревский просп.,47,30.431328999999998,59.983422999999995,3566.125
1397,Онежская,1,30.570424,59.729907999999995,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,4973.125
1398,Онежская,1,30.570424,59.729907999999995,Солидарности просп.,4,30.490114000000002,59.92828000000001,3115.0
1399,Онежская,1,30.570424,59.729907999999995,Учебный пер.,5,30.336763,60.037252,3939.25
1400,Онежская,1,30.570424,59.729907999999995,наб. реки Фонтанки,154,30.28255,59.915765,2982.75
1401,Очаковская,5,30.385263000000002,59.94517,Большой просп. ВО,85,30.250614000000002,59.930178000000005,1343.0
1402,Очаковская,5,30.385263000000002,59.94517,Будапештская,3,30.36382,59.873704000000004,2036.4545454545455
1403,Очаковская,5,30.385263000000002,59.94517,Вавиловых,14,30.390563,60.024752,2082.4545454545455
1404,Очаковская,5,30.385263000000002,59.94517,Динамо пр.,3,30.279864,59.972699,1506.1818181818182
1405,Очаковская,5,30.385263000000002,59.94517,Загородный просп.,47,30.321195,59.921804,1060.090909090909
1406,Очаковская,5,30.385263000000002,59.94517,Костюшко,2,30.295701,59.849212,2397.3636363636365
1407,Очаковская,5,30.385263000000002,59.94517,Кузнецовская,25,30.332577,59.87143199999999,1805.7272727272727
1408,Очаковская,5,30.385263000000002,59.94517,Литейный просп.,56,30.349456,59.935069999999996,704.2727272727273
1409,Очаковская,5,30.385263000000002,59.94517,Луначарского пр.,47,30.360164,60.036281,2152.909090909091
1410,Очаковская,5,30.385263000000002,59.94517,Льва Толстого,6/8,30.321859999999997,59.965309,1096.090909090909
1411,Очаковская,5,30.385263000000002,59.94517,Мечникова пр.,27,30.410891999999997,59.986982999999995,1295.5454545454545
1412,Очаковская,5,30.385263000000002,59.94517,Народная,21,30.468124,59.879137,1352.8181818181818
1413,Очаковская,5,30.385263000000002,59.94517,Оптиков,54,30.199033,60.000713,1850.2727272727273
1414,Очаковская,5,30.385263000000002,59.94517,Пискаревский просп.,47,30.431328999999998,59.983422999999995,1168.0
1415,Очаковская,5,30.385263000000002,59.94517,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,2765.4545454545455
1416,Очаковская,5,30.385263000000002,59.94517,Солидарности просп.,4,30.490114000000002,59.92828000000001,1570.2727272727273
1417,Очаковская,5,30.385263000000002,59.94517,Учебный пер.,5,30.336763,60.037252,2142.6363636363635
1418,Очаковская,5,30.385263000000002,59.94517,наб. реки Фонтанки,154,30.28255,59.915765,1349.0
1419,Парголово. ул. Шишкина,57,30.271976000000002,60.088162,Аккуратова,2,30.301594,60.015377,1085.375
1420,Парголово. ул. Шишкина,57,30.271976000000002,60.088162,Большой просп. ВО,85,30.250614000000002,59.930178000000005,2336.5
1421,Парголово. ул. Шишкина,57,30.271976000000002,60.088162,Будапештская,3,30.36382,59.873704000000004,3491.5
1422,Парголово. ул. Шишкина,57,30.271976000000002,60.088162,Вавиловых,14,30.390563,60.024752,1492.125
1423,Парголово. ул. Шишкина,57,30.271976000000002,60.088162,Динамо пр.,3,30.279864,59.972699,1958.0
1424,Парголово. ул. Шишкина,57,30.271976000000002,60.088162,Загородный просп.,47,30.321195,59.921804,2405.125
1425,Парголово. ул. Шишкина,57,30.271976000000002,60.088162,Костюшко,2,30.295701,59.849212,3800.25
1426,Парголово. ул. Шишкина,57,30.271976000000002,60.088162,Кузнецовская,25,30.332577,59.87143199999999,3265.25
1427,Парголово. ул. Шишкина,57,30.271976000000002,60.088162,Литейный просп.,56,30.349456,59.935069999999996,2032.625
1428,Парголово. ул. Шишкина,57,30.271976000000002,60.088162,Луначарского пр.,47,30.360164,60.036281,1117.5
1429,Парголово. ул. Шишкина,57,30.271976000000002,60.088162,Льва Толстого,6/8,30.321859999999997,59.965309,1739.0
1430,Парголово. ул. Шишкина,57,30.271976000000002,60.088162,Мечникова пр.,27,30.410891999999997,59.986982999999995,1876.625
1431,Парголово. ул. Шишкина,57,30.271976000000002,60.088162,Народная,21,30.468124,59.879137,2237.125
1432,Парголово. ул. Шишкина,57,30.271976000000002,60.088162,Оптиков,54,30.199033,60.000713,1626.25
1433,Парголово. ул. Шишкина,57,30.271976000000002,60.088162,Пискаревский просп.,47,30.431328999999998,59.983422999999995,2294.625
1434,Парголово. ул. Шишкина,57,30.271976000000002,60.088162,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,1825.25
1435,Парголово. ул. Шишкина,57,30.271976000000002,60.088162,Солидарности просп.,4,30.490114000000002,59.92828000000001,1958.125
1436,Парголово. ул. Шишкина,57,30.271976000000002,60.088162,Учебный пер.,5,30.336763,60.037252,1083.0
1437,Парголово. ул. Шишкина,57,30.271976000000002,60.088162,наб. реки Фонтанки,154,30.28255,59.915765,2668.75
1438,Певческий пер.,7,30.326566999999997,59.959615,Вавиловых,14,30.390563,60.024752,1813.6363636363637
1439,Певческий пер.,7,30.326566999999997,59.959615,Луначарского пр.,47,30.360164,60.036281,1824.0
1440,Певческий пер.,7,30.326566999999997,59.959615,Льва Толстого,6/8,30.321859999999997,59.965309,247.45454545454547
1441,Певческий пер.,7,30.326566999999997,59.959615,Мечникова пр.,27,30.410891999999997,59.986982999999995,1314.0
1442,Певческий пер.,7,30.326566999999997,59.959615,Оптиков,54,30.199033,60.000713,1595.1818181818182
1443,Певческий пер.,7,30.326566999999997,59.959615,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,2531.2727272727275
1444,Певческий пер.,7,30.326566999999997,59.959615,Учебный пер.,5,30.336763,60.037252,1729.2727272727273
1445,Передовиков,37,30.461385999999997,59.95370500000001,Аккуратова,2,30.301594,60.015377,2059.6666666666665
1446,Передовиков,37,30.461385999999997,59.95370500000001,Большой просп. ВО,85,30.250614000000002,59.930178000000005,2236.8888888888887
1447,Передовиков,37,30.461385999999997,59.95370500000001,Будапештская,3,30.36382,59.873704000000004,2509.1111111111113
1448,Передовиков,37,30.461385999999997,59.95370500000001,Вавиловых,14,30.390563,60.024752,1803.3333333333333
1449,Передовиков,37,30.461385999999997,59.95370500000001,Динамо пр.,3,30.279864,59.972699,2195.777777777778
1450,Передовиков,37,30.461385999999997,59.95370500000001,Загородный просп.,47,30.321195,59.921804,1789.0
1451,Передовиков,37,30.461385999999997,59.95370500000001,Костюшко,2,30.295701,59.849212,2526.4444444444443
1452,Передовиков,37,30.461385999999997,59.95370500000001,Кузнецовская,25,30.332577,59.87143199999999,2316.6666666666665
1453,Передовиков,37,30.461385999999997,59.95370500000001,Литейный просп.,56,30.349456,59.935069999999996,1585.6666666666667
1454,Передовиков,37,30.461385999999997,59.95370500000001,Луначарского пр.,47,30.360164,60.036281,1902.7777777777778
1455,Передовиков,37,30.461385999999997,59.95370500000001,Льва Толстого,6/8,30.321859999999997,59.965309,1620.6666666666667
1456,Передовиков,37,30.461385999999997,59.95370500000001,Мечникова пр.,27,30.410891999999997,59.986982999999995,1102.6666666666667
1457,Передовиков,37,30.461385999999997,59.95370500000001,Народная,21,30.468124,59.879137,1757.111111111111
1458,Передовиков,37,30.461385999999997,59.95370500000001,Оптиков,54,30.199033,60.000713,2439.222222222222
1459,Передовиков,37,30.461385999999997,59.95370500000001,Пискаревский просп.,47,30.431328999999998,59.983422999999995,1086.888888888889
1460,Передовиков,37,30.461385999999997,59.95370500000001,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,3105.8888888888887
1461,Передовиков,37,30.461385999999997,59.95370500000001,Солидарности просп.,4,30.490114000000002,59.92828000000001,897.3333333333334
1462,Передовиков,37,30.461385999999997,59.95370500000001,Учебный пер.,5,30.336763,60.037252,2093.777777777778
1463,Передовиков,37,30.461385999999997,59.95370500000001,наб. реки Фонтанки,154,30.28255,59.915765,2123.777777777778
1464,Песчаный пер. (Павловск),5,30.440015000000002,59.685049,Большой просп. ВО,85,30.250614000000002,59.930178000000005,1819.090909090909
1465,Песчаный пер. (Павловск),5,30.440015000000002,59.685049,Будапештская,3,30.36382,59.873704000000004,2749.090909090909
1466,Песчаный пер. (Павловск),5,30.440015000000002,59.685049,Вавиловых,14,30.390563,60.024752,2178.0
1467,Песчаный пер. (Павловск),5,30.440015000000002,59.685049,Динамо пр.,3,30.279864,59.972699,1175.909090909091
1468,Песчаный пер. (Павловск),5,30.440015000000002,59.685049,Загородный просп.,47,30.321195,59.921804,1652.3636363636363
1469,Песчаный пер. (Павловск),5,30.440015000000002,59.685049,Костюшко,2,30.295701,59.849212,3022.5454545454545
1470,Песчаный пер. (Павловск),5,30.440015000000002,59.685049,Кузнецовская,25,30.332577,59.87143199999999,2517.5454545454545
1471,Песчаный пер. (Павловск),5,30.440015000000002,59.685049,Литейный просп.,56,30.349456,59.935069999999996,1310.3636363636363
1472,Песчаный пер. (Павловск),5,30.440015000000002,59.685049,Луначарского пр.,47,30.360164,60.036281,2299.3636363636365
1473,Песчаный пер. (Павловск),5,30.440015000000002,59.685049,Льва Толстого,6/8,30.321859999999997,59.965309,1094.5454545454545
1474,Песчаный пер. (Павловск),5,30.440015000000002,59.685049,Мечникова пр.,27,30.410891999999997,59.986982999999995,1724.0
1475,Песчаный пер. (Павловск),5,30.440015000000002,59.685049,Народная,21,30.468124,59.879137,2057.090909090909
1476,Песчаный пер. (Павловск),5,30.440015000000002,59.685049,Оптиков,54,30.199033,60.000713,1388.1818181818182
1477,Песчаный пер. (Павловск),5,30.440015000000002,59.685049,Пискаревский просп.,47,30.431328999999998,59.983422999999995,1808.7272727272727
1478,Песчаный пер. (Павловск),5,30.440015000000002,59.685049,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,1881.909090909091
1479,Песчаный пер. (Павловск),5,30.440015000000002,59.685049,Солидарности просп.,4,30.490114000000002,59.92828000000001,2265.090909090909
1480,Песчаный пер. (Павловск),5,30.440015000000002,59.685049,Учебный пер.,5,30.336763,60.037252,2218.7272727272725
1481,Песчаный пер. (Павловск),5,30.440015000000002,59.685049,наб. реки Фонтанки,154,30.28255,59.915765,1941.2727272727273
1482,Пирогова пер.,15,30.302590999999996,59.929081999999994,Большой просп. ВО,85,30.250614000000002,59.930178000000005,857.1111111111111
1483,Пирогова пер.,15,30.302590999999996,59.929081999999994,Будапештская,3,30.36382,59.873704000000004,1735.5555555555557
1484,Пирогова пер.,15,30.302590999999996,59.929081999999994,Вавиловых,14,30.390563,60.024752,2551.1666666666665
1485,Пирогова пер.,15,30.302590999999996,59.929081999999994,Динамо пр.,3,30.279864,59.972699,1324.5
1486,Пирогова пер.,15,30.302590999999996,59.929081999999994,Загородный просп.,47,30.321195,59.921804,728.1111111111111
1487,Пирогова пер.,15,30.302590999999996,59.929081999999994,Костюшко,2,30.295701,59.849212,1607.3333333333333
1488,Пирогова пер.,15,30.302590999999996,59.929081999999994,Кузнецовская,25,30.332577,59.87143199999999,1310.4444444444443
1489,Пирогова пер.,15,30.302590999999996,59.929081999999994,Литейный просп.,56,30.349456,59.935069999999996,962.1111111111111
1490,Пирогова пер.,15,30.302590999999996,59.929081999999994,Луначарского пр.,47,30.360164,60.036281,2582.5
1491,Пирогова пер.,15,30.302590999999996,59.929081999999994,Льва Толстого,6/8,30.321859999999997,59.965309,1280.6666666666667
1492,Пирогова пер.,15,30.302590999999996,59.929081999999994,Мечникова пр.,27,30.410891999999997,59.986982999999995,1955.0
1493,Пирогова пер.,15,30.302590999999996,59.929081999999994,Народная,21,30.468124,59.879137,2165.0
1494,Пирогова пер.,15,30.302590999999996,59.929081999999994,Оптиков,54,30.199033,60.000713,2366.5555555555557
1495,Пирогова пер.,15,30.302590999999996,59.929081999999994,Пискаревский просп.,47,30.431328999999998,59.983422999999995,1826.7777777777778
1496,Пирогова пер.,15,30.302590999999996,59.929081999999994,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,3295.777777777778
1497,Пирогова пер.,15,30.302590999999996,59.929081999999994,Солидарности просп.,4,30.490114000000002,59.92828000000001,2249.8888888888887
1498,Пирогова пер.,15,30.302590999999996,59.929081999999994,Учебный пер.,5,30.336763,60.037252,2486.1666666666665
1499,Пирогова пер.,15,30.302590999999996,59.929081999999994,наб. реки Фонтанки,154,30.28255,59.915765,506.3333333333333
1500,Писарева,18,30.286161,59.926165000000005,Большой просп. ВО,85,30.250614000000002,59.930178000000005,824.7777777777778
1501,Писарева,18,30.286161,59.926165000000005,Будапештская,3,30.36382,59.873704000000004,1793.2222222222222
1502,Писарева,18,30.286161,59.926165000000005,Вавиловых,14,30.390563,60.024752,2832.5555555555557
1503,Писарева,18,30.286161,59.926165000000005,Динамо пр.,3,30.279864,59.972699,1428.0
1504,Писарева,18,30.286161,59.926165000000005,Загородный просп.,47,30.321195,59.921804,770.1111111111111
1505,Писарева,18,30.286161,59.926165000000005,Костюшко,2,30.295701,59.849212,1512.111111111111
1506,Писарева,18,30.286161,59.926165000000005,Кузнецовская,25,30.332577,59.87143199999999,1347.111111111111
1507,Писарева,18,30.286161,59.926165000000005,Литейный просп.,56,30.349456,59.935069999999996,1055.5555555555557
1508,Писарева,18,30.286161,59.926165000000005,Луначарского пр.,47,30.360164,60.036281,2795.1111111111113
1509,Писарева,18,30.286161,59.926165000000005,Льва Толстого,6/8,30.321859999999997,59.965309,1413.4444444444443
1510,Писарева,18,30.286161,59.926165000000005,Мечникова пр.,27,30.410891999999997,59.986982999999995,2183.3333333333335
1511,Писарева,18,30.286161,59.926165000000005,Народная,21,30.468124,59.879137,2239.0
1512,Писарева,18,30.286161,59.926165000000005,Оптиков,54,30.199033,60.000713,2609.0
1513,Писарева,18,30.286161,59.926165000000005,Пискаревский просп.,47,30.431328999999998,59.983422999999995,2073.5555555555557
1514,Писарева,18,30.286161,59.926165000000005,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,3541.4444444444443
1515,Писарева,18,30.286161,59.926165000000005,Солидарности просп.,4,30.490114000000002,59.92828000000001,2279.5555555555557
1516,Писарева,18,30.286161,59.926165000000005,Учебный пер.,5,30.336763,60.037252,2692.3333333333335
1517,Писарева,18,30.286161,59.926165000000005,наб. реки Фонтанки,154,30.28255,59.915765,421.8888888888889
1518,Пискаревский пр.,149,30.446753,60.003609999999995,Аккуратова,2,30.301594,60.015377,1775.3333333333333
1519,Пискаревский пр.,149,30.446753,60.003609999999995,Большой просп. ВО,85,30.250614000000002,59.930178000000005,2231.6666666666665
1520,Пискаревский пр.,149,30.446753,60.003609999999995,Будапештская,3,30.36382,59.873704000000004,2144.5555555555557
1521,Пискаревский пр.,149,30.446753,60.003609999999995,Вавиловых,14,30.390563,60.024752,1161.4444444444443
1522,Пискаревский пр.,149,30.446753,60.003609999999995,Динамо пр.,3,30.279864,59.972699,1916.0
1523,Пискаревский пр.,149,30.446753,60.003609999999995,Загородный просп.,47,30.321195,59.921804,1959.7777777777778
1524,Пискаревский пр.,149,30.446753,60.003609999999995,Костюшко,2,30.295701,59.849212,2192.8888888888887
1525,Пискаревский пр.,149,30.446753,60.003609999999995,Кузнецовская,25,30.332577,59.87143199999999,2206.1111111111113
1526,Пискаревский пр.,149,30.446753,60.003609999999995,Литейный просп.,56,30.349456,59.935069999999996,1592.888888888889
1527,Пискаревский пр.,149,30.446753,60.003609999999995,Луначарского пр.,47,30.360164,60.036281,1260.7777777777778
1528,Пискаревский пр.,149,30.446753,60.003609999999995,Льва Толстого,6/8,30.321859999999997,59.965309,1613.3333333333333
1529,Пискаревский пр.,149,30.446753,60.003609999999995,Мечникова пр.,27,30.410891999999997,59.986982999999995,736.4444444444445
1530,Пискаревский пр.,149,30.446753,60.003609999999995,Народная,21,30.468124,59.879137,1410.888888888889
1531,Пискаревский пр.,149,30.446753,60.003609999999995,Оптиков,54,30.199033,60.000713,2298.1111111111113
1532,Пискаревский пр.,149,30.446753,60.003609999999995,Пискаревский просп.,47,30.431328999999998,59.983422999999995,1145.7777777777778
1533,Пискаревский пр.,149,30.446753,60.003609999999995,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,2337.222222222222
1534,Пискаревский пр.,149,30.446753,60.003609999999995,Солидарности просп.,4,30.490114000000002,59.92828000000001,1150.6666666666667
1535,Пискаревский пр.,149,30.446753,60.003609999999995,Учебный пер.,5,30.336763,60.037252,1295.888888888889
1536,Пискаревский пр.,149,30.446753,60.003609999999995,наб. реки Фонтанки,154,30.28255,59.915765,2221.3333333333335
1537,Победы (Ломоносов),12,29.773726,59.907054,Большой просп. ВО,85,30.250614000000002,59.930178000000005,2050.818181818182
1538,Победы (Ломоносов),12,29.773726,59.907054,Будапештская,3,30.36382,59.873704000000004,1136.0
1539,Победы (Ломоносов),12,29.773726,59.907054,Вавиловых,14,30.390563,60.024752,3435.818181818182
1540,Победы (Ломоносов),12,29.773726,59.907054,Динамо пр.,3,30.279864,59.972699,2514.181818181818
1541,Победы (Ломоносов),12,29.773726,59.907054,Загородный просп.,47,30.321195,59.921804,1084.5454545454545
1542,Победы (Ломоносов),12,29.773726,59.907054,Костюшко,2,30.295701,59.849212,1025.7272727272727
1543,Победы (Ломоносов),12,29.773726,59.907054,Кузнецовская,25,30.332577,59.87143199999999,536.0
1544,Победы (Ломоносов),12,29.773726,59.907054,Литейный просп.,56,30.349456,59.935069999999996,1621.7272727272727
1545,Победы (Ломоносов),12,29.773726,59.907054,Луначарского пр.,47,30.360164,60.036281,3513.7272727272725
1546,Победы (Ломоносов),12,29.773726,59.907054,Льва Толстого,6/8,30.321859999999997,59.965309,2121.2727272727275
1547,Победы (Ломоносов),12,29.773726,59.907054,Народная,21,30.468124,59.879137,1520.6363636363637
1548,Победы (Ломоносов),12,29.773726,59.907054,Оптиков,54,30.199033,60.000713,3217.4545454545455
1549,Победы (Ломоносов),12,29.773726,59.907054,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,4154.181818181818
1550,Победы (Ломоносов),12,29.773726,59.907054,Солидарности просп.,4,30.490114000000002,59.92828000000001,2355.0
1551,Победы (Ломоносов),12,29.773726,59.907054,Учебный пер.,5,30.336763,60.037252,3432.181818181818
1552,Победы (Ломоносов),12,29.773726,59.907054,наб. реки Фонтанки,154,30.28255,59.915765,1270.1818181818182
1553,Подвойского,34к1,30.488398999999998,59.916514,Аккуратова,2,30.301594,60.015377,2714.818181818182
1554,Подвойского,34к1,30.488398999999998,59.916514,Большой просп. ВО,85,30.250614000000002,59.930178000000005,2869.3333333333335
1555,Подвойского,34к1,30.488398999999998,59.916514,Будапештская,3,30.36382,59.873704000000004,2234.909090909091
1556,Подвойского,34к1,30.488398999999998,59.916514,Вавиловых,14,30.390563,60.024752,2454.181818181818
1557,Подвойского,34к1,30.488398999999998,59.916514,Динамо пр.,3,30.279864,59.972699,2857.4545454545455
1558,Подвойского,34к1,30.488398999999998,59.916514,Загородный просп.,47,30.321195,59.921804,2148.6363636363635
1559,Подвойского,34к1,30.488398999999998,59.916514,Костюшко,2,30.295701,59.849212,2598.2727272727275
1560,Подвойского,34к1,30.488398999999998,59.916514,Кузнецовская,25,30.332577,59.87143199999999,2302.3636363636365
1561,Подвойского,34к1,30.488398999999998,59.916514,Литейный просп.,56,30.349456,59.935069999999996,1915.0
1562,Подвойского,34к1,30.488398999999998,59.916514,Луначарского пр.,47,30.360164,60.036281,2548.7272727272725
1563,Подвойского,34к1,30.488398999999998,59.916514,Льва Толстого,6/8,30.321859999999997,59.965309,2273.181818181818
1564,Подвойского,34к1,30.488398999999998,59.916514,Мечникова пр.,27,30.410891999999997,59.986982999999995,1752.6363636363637
1565,Подвойского,34к1,30.488398999999998,59.916514,Народная,21,30.468124,59.879137,1475.2727272727273
1566,Подвойского,34к1,30.488398999999998,59.916514,Оптиков,54,30.199033,60.000713,3099.0
1567,Подвойского,34к1,30.488398999999998,59.916514,Пискаревский просп.,47,30.431328999999998,59.983422999999995,1747.8181818181818
1568,Подвойского,34к1,30.488398999999998,59.916514,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,3742.2727272727275
1569,Подвойского,34к1,30.488398999999998,59.916514,Солидарности просп.,4,30.490114000000002,59.92828000000001,935.6363636363636
1570,Подвойского,34к1,30.488398999999998,59.916514,Учебный пер.,5,30.336763,60.037252,2743.181818181818
1571,Подвойского,34к1,30.488398999999998,59.916514,наб. реки Фонтанки,154,30.28255,59.915765,2504.909090909091
1572,Пражская,22к2,30.390221999999998,59.873794,Большой просп. ВО,85,30.250614000000002,59.930178000000005,2563.75
1573,Пражская,22к2,30.390221999999998,59.873794,Будапештская,3,30.36382,59.873704000000004,686.0
1574,Пражская,22к2,30.390221999999998,59.873794,Вавиловых,14,30.390563,60.024752,2916.5
1575,Пражская,22к2,30.390221999999998,59.873794,Динамо пр.,3,30.279864,59.972699,2955.5
1576,Пражская,22к2,30.390221999999998,59.873794,Загородный просп.,47,30.321195,59.921804,1252.75
1577,Пражская,22к2,30.390221999999998,59.873794,Костюшко,2,30.295701,59.849212,1852.25
1578,Пражская,22к2,30.390221999999998,59.873794,Кузнецовская,25,30.332577,59.87143199999999,945.5
1579,Пражская,22к2,30.390221999999998,59.873794,Литейный просп.,56,30.349456,59.935069999999996,1603.0
1580,Пражская,22к2,30.390221999999998,59.873794,Луначарского пр.,47,30.360164,60.036281,3011.0
1581,Пражская,22к2,30.390221999999998,59.873794,Льва Толстого,6/8,30.321859999999997,59.965309,2546.5
1582,Пражская,22к2,30.390221999999998,59.873794,Мечникова пр.,27,30.410891999999997,59.986982999999995,2151.5
1583,Пражская,22к2,30.390221999999998,59.873794,Народная,21,30.468124,59.879137,869.25
1584,Пражская,22к2,30.390221999999998,59.873794,Оптиков,54,30.199033,60.000713,3235.25
1585,Пражская,22к2,30.390221999999998,59.873794,Пискаревский просп.,47,30.431328999999998,59.983422999999995,1997.5
1586,Пражская,22к2,30.390221999999998,59.873794,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,4192.75
1587,Пражская,22к2,30.390221999999998,59.873794,Солидарности просп.,4,30.490114000000002,59.92828000000001,1683.5
1588,Пражская,22к2,30.390221999999998,59.873794,Учебный пер.,5,30.336763,60.037252,2858.5
1589,Пражская,22к2,30.390221999999998,59.873794,наб. реки Фонтанки,154,30.28255,59.915765,1843.5
1590,Привокзальная (Зеленогорск),3,29.710628000000003,60.201637,Большой просп. ВО,85,30.250614000000002,59.930178000000005,2950.0
1591,Привокзальная (Зеленогорск),3,29.710628000000003,60.201637,Будапештская,3,30.36382,59.873704000000004,2322.5555555555557
1592,Привокзальная (Зеленогорск),3,29.710628000000003,60.201637,Вавиловых,14,30.390563,60.024752,3677.777777777778
