№,Улица (от),Дом (от),Широта (от),Долгота (от),Улица (до),Дом (до),Широта (до),Долгота (до),Длительность (сек)
62,Аллея Поликарпова,5,30.289485,60.008878,Динамо пр.,3,30.279864,59.972699,1114.9473684210527
63,Аллея Поликарпова,5,30.289485,60.008878,Загородный просп.,47,30.321195,59.921804,1895.15
64,Аллея Поликарпова,5,30.289485,60.008878,Костюшко,2,30.295701,59.849212,3136.4
65,Аллея Поликарпова,5,30.289485,60.008878,Кузнецовская,25,30.332577,59.87143199999999,2660.9
66,Аллея Поликарпова,5,30.289485,60.008878,Литейный просп.,56,30.349456,59.935069999999996,1546.75
67,Аллея Поликарпова,5,30.289485,60.008878,Луначарского пр.,47,30.360164,60.036281,1546.1
68,Аллея Поликарпова,5,30.289485,60.008878,Льва Толстого,6/8,30.321859999999997,59.965309,1347.0
69,Аллея Поликарпова,5,30.289485,60.008878,Мечникова пр.,27,30.410891999999997,59.986982999999995,1427.5
70,Аллея Поликарпова,5,30.289485,60.008878,Народная,21,30.468124,59.879137,2460.55
71,Аллея Поликарпова,5,30.289485,60.008878,Оптиков,54,30.199033,60.000713,1260.55
72,Аллея Поликарпова,5,30.289485,60.008878,Пискаревский просп.,47,30.431328999999998,59.983422999999995,1739.85
73,Аллея Поликарпова,5,30.289485,60.008878,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,2417.55
74,Аллея Поликарпова,5,30.289485,60.008878,Учебный пер.,5,30.336763,60.037252,1451.5
75,Аллея Поликарпова,5,30.289485,60.008878,наб. реки Фонтанки,154,30.28255,59.915765,2000.0
76,Антонова-Овсеенко,21,30.473019,59.908922,Аккуратова,2,30.301594,60.015377,2228.9
77,Антонова-Овсеенко,21,30.473019,59.908922,Большой просп. ВО,85,30.250614000000002,59.930178000000005,2387.785714285714
78,Антонова-Овсеенко,21,30.473019,59.908922,Будапештская,3,30.36382,59.873704000000004,1630.05
79,Антонова-Овсеенко,21,30.473019,59.908922,Вавиловых,14,30.390563,60.024752,2016.75
80,Антонова-Овсеенко,21,30.473019,59.908922,Динамо пр.,3,30.279864,59.972699,2272.2631578947367
81,Антонова-Овсеенко,21,30.473019,59.908922,Загородный просп.,47,30.321195,59.921804,1554.55
82,Антонова-Овсеенко,21,30.473019,59.908922,Костюшко,2,30.295701,59.849212,2010.25
83,Антонова-Овсеенко,21,30.473019,59.908922,Кузнецовская,25,30.332577,59.87143199999999,1693.4
84,Антонова-Овсеенко,21,30.473019,59.908922,Литейный просп.,56,30.349456,59.935069999999996,1309.05
85,Антонова-Овсеенко,21,30.473019,59.908922,Луначарского пр.,47,30.360164,60.036281,2115.5
86,Антонова-Овсеенко,21,30.473019,59.908922,Льва Толстого,6/8,30.321859999999997,59.965309,1747.9
87,Антонова-Овсеенко,21,30.473019,59.908922,Мечникова пр.,27,30.410891999999997,59.986982999999995,1320.9
88,Антонова-Овсеенко,21,30.473019,59.908922,Народная,21,30.468124,59.879137,892.15
89,Антонова-Овсеенко,21,30.473019,59.908922,Оптиков,54,30.199033,60.000713,2583.9
90,Антонова-Овсеенко,21,30.473019,59.908922,Пискаревский просп.,47,30.431328999999998,59.983422999999995,1296.8
91,Антонова-Овсеенко,21,30.473019,59.908922,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,3303.95
92,Антонова-Овсеенко,21,30.473019,59.908922,Солидарности просп.,4,30.490114000000002,59.92828000000001,580.35
93,Антонова-Овсеенко,21,30.473019,59.908922,Учебный пер.,5,30.336763,60.037252,2299.05
94,Антонова-Овсеенко,21,30.473019,59.908922,наб. реки Фонтанки,154,30.28255,59.915765,1889.15
95,Апрельская,5,30.416749,59.962967000000006,Аккуратова,2,30.301594,60.015377,1600.9130434782608
96,Апрельская,5,30.416749,59.962967000000006,Большой просп. ВО,85,30.250614000000002,59.930178000000005,1570.5
97,Апрельская,5,30.416749,59.962967000000006,Будапештская,3,30.36382,59.873704000000004,2150.782608695652
98,Апрельская,5,30.416749,59.962967000000006,Вавиловых,14,30.390563,60.024752,1434.3478260869565
99,Апрельская,5,30.416749,59.962967000000006,Динамо пр.,3,30.279864,59.972699,1555.4545454545455
100,Апрельская,5,30.416749,59.962967000000006,Загородный просп.,47,30.321195,59.921804,1286.8260869565217
101,Апрельская,5,30.416749,59.962967000000006,Костюшко,2,30.295701,59.849212,2504.2608695652175
102,Апрельская,5,30.416749,59.962967000000006,Кузнецовская,25,30.332577,59.87143199999999,1947.3478260869565
103,Апрельская,5,30.416749,59.962967000000006,Литейный просп.,56,30.349456,59.935069999999996,948.2173913043479
104,Апрельская,5,30.416749,59.962967000000006,Луначарского пр.,47,30.360164,60.036281,1537.8260869565217
105,Апрельская,5,30.416749,59.962967000000006,Льва Толстого,6/8,30.321859999999997,59.965309,981.1304347826087
106,Апрельская,5,30.416749,59.962967000000006,Мечникова пр.,27,30.410891999999997,59.986982999999995,648.7826086956521
107,Апрельская,5,30.416749,59.962967000000006,Народная,21,30.468124,59.879137,1176.7391304347825
108,Апрельская,5,30.416749,59.962967000000006,Оптиков,54,30.199033,60.000713,1800.7391304347825
109,Апрельская,5,30.416749,59.962967000000006,Пискаревский просп.,47,30.431328999999998,59.983422999999995,510.60869565217394
110,Апрельская,5,30.416749,59.962967000000006,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,2735.4347826086955
111,Апрельская,5,30.416749,59.962967000000006,Солидарности просп.,4,30.490114000000002,59.92828000000001,1075.2608695652175
112,Апрельская,5,30.416749,59.962967000000006,Учебный пер.,5,30.336763,60.037252,1723.7391304347825
113,Апрельская,5,30.416749,59.962967000000006,наб. реки Фонтанки,154,30.28255,59.915765,1566.7272727272727
114,Асафьева,12,30.328785999999997,60.04866,Аккуратова,2,30.301594,60.015377,1039.4
115,Асафьева,12,30.328785999999997,60.04866,Большой просп. ВО,85,30.250614000000002,59.930178000000005,2267.9
116,Асафьева,12,30.328785999999997,60.04866,Будапештская,3,30.36382,59.873704000000004,3413.8
117,Асафьева,12,30.328785999999997,60.04866,Вавиловых,14,30.390563,60.024752,1427.4
118,Асафьева,12,30.328785999999997,60.04866,Динамо пр.,3,30.279864,59.972699,1911.3
119,Асафьева,12,30.328785999999997,60.04866,Загородный просп.,47,30.321195,59.921804,2315.9
120,Асафьева,12,30.328785999999997,60.04866,Костюшко,2,30.295701,59.849212,3677.4
121,Асафьева,12,30.328785999999997,60.04866,Кузнецовская,25,30.332577,59.87143199999999,3185.4
122,Асафьева,12,30.328785999999997,60.04866,Литейный просп.,56,30.349456,59.935069999999996,1968.1
123,Асафьева,12,30.328785999999997,60.04866,Луначарского пр.,47,30.360164,60.036281,926.3
124,Асафьева,12,30.328785999999997,60.04866,Льва Толстого,6/8,30.321859999999997,59.965309,1687.3
125,Асафьева,12,30.328785999999997,60.04866,Мечникова пр.,27,30.410891999999997,59.986982999999995,1801.3
126,Асафьева,12,30.328785999999997,60.04866,Народная,21,30.468124,59.879137,2633.9
127,Асафьева,12,30.328785999999997,60.04866,Оптиков,54,30.199033,60.000713,2019.2
128,Асафьева,12,30.328785999999997,60.04866,Пискаревский просп.,47,30.431328999999998,59.983422999999995,2117.6
129,Асафьева,12,30.328785999999997,60.04866,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,2763.4
130,Асафьева,12,30.328785999999997,60.04866,Учебный пер.,5,30.336763,60.037252,898.7
131,Асафьева,12,30.328785999999997,60.04866,наб. реки Фонтанки,154,30.28255,59.915765,2608.7
132,Асафьева,12к1,30.328785999999997,60.04866,Аккуратова,2,30.301594,60.015377,1059.3846153846155
133,Асафьева,12к1,30.328785999999997,60.04866,Большой просп. ВО,85,30.250614000000002,59.930178000000005,2287.6923076923076
134,Асафьева,12к1,30.328785999999997,60.04866,Будапештская,3,30.36382,59.873704000000004,3389.4615384615386
135,Асафьева,12к1,30.328785999999997,60.04866,Вавиловых,14,30.390563,60.024752,1439.6923076923076
136,Асафьева,12к1,30.328785999999997,60.04866,Динамо пр.,3,30.279864,59.972699,1905.8461538461538
137,Асафьева,12к1,30.328785999999997,60.04866,Загородный просп.,47,30.321195,59.921804,2309.076923076923
138,Асафьева,12к1,30.328785999999997,60.04866,Костюшко,2,30.295701,59.849212,3637.5384615384614
139,Асафьева,12к1,30.328785999999997,60.04866,Кузнецовская,25,30.332577,59.87143199999999,3159.4615384615386
140,Асафьева,12к1,30.328785999999997,60.04866,Литейный просп.,56,30.349456,59.935069999999996,1978.6923076923076
141,Асафьева,12к1,30.328785999999997,60.04866,Луначарского пр.,47,30.360164,60.036281,942.5384615384615
142,Асафьева,12к1,30.328785999999997,60.04866,Льва Толстого,6/8,30.321859999999997,59.965309,1686.076923076923
143,Асафьева,12к1,30.328785999999997,60.04866,Мечникова пр.,27,30.410891999999997,59.986982999999995,1832.3846153846155
144,Асафьева,12к1,30.328785999999997,60.04866,Народная,21,30.468124,59.879137,2606.769230769231
145,Асафьева,12к1,30.328785999999997,60.04866,Оптиков,54,30.199033,60.000713,2019.7692307692307
146,Асафьева,12к1,30.328785999999997,60.04866,Пискаревский просп.,47,30.431328999999998,59.983422999999995,2244.923076923077
147,Асафьева,12к1,30.328785999999997,60.04866,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,2747.6153846153848
148,Асафьева,12к1,30.328785999999997,60.04866,Учебный пер.,5,30.336763,60.037252,905.3076923076923
149,Асафьева,12к1,30.328785999999997,60.04866,наб. реки Фонтанки,154,30.28255,59.915765,2595.8333333333335
150,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Большой просп. ВО,85,30.250614000000002,59.930178000000005,2550.4285714285716
151,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Будапештская,3,30.36382,59.873704000000004,1778.2857142857142
152,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Вавиловых,14,30.390563,60.024752,3065.8571428571427
153,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Загородный просп.,47,30.321195,59.921804,1766.0
154,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Костюшко,2,30.295701,59.849212,1300.6666666666667
155,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Кузнецовская,25,30.332577,59.87143199999999,1237.4285714285713
156,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Литейный просп.,56,30.349456,59.935069999999996,2202.0
157,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Луначарского пр.,47,30.360164,60.036281,2980.4285714285716
158,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Льва Толстого,6/8,30.321859999999997,59.965309,2717.714285714286
159,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Мечникова пр.,27,30.410891999999997,59.986982999999995,2383.1428571428573
160,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Народная,21,30.468124,59.879137,1588.4285714285713
161,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Оптиков,54,30.199033,60.000713,3812.4285714285716
162,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Пискаревский просп.,47,30.431328999999998,59.983422999999995,2616.0
163,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,4136.777777777777
164,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Солидарности просп.,4,30.490114000000002,59.92828000000001,2179.4285714285716
165,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Учебный пер.,5,30.336763,60.037252,3048.0
166,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,наб. реки Фонтанки,154,30.28255,59.915765,1840.2857142857142
167,Бадаева,11,30.443114,59.920975,Большой просп. ВО,85,30.250614000000002,59.930178000000005,2571.0714285714284
168,Бадаева,11,30.443114,59.920975,Будапештская,3,30.36382,59.873704000000004,2062.15
169,Бадаева,11,30.443114,59.920975,Вавиловых,14,30.390563,60.024752,2400.2
170,Бадаева,11,30.443114,59.920975,Динамо пр.,3,30.279864,59.972699,2472.0526315789475
171,Бадаева,11,30.443114,59.920975,Загородный просп.,47,30.321195,59.921804,1750.35
172,Бадаева,11,30.443114,59.920975,Костюшко,2,30.295701,59.849212,2784.0
173,Бадаева,11,30.443114,59.920975,Кузнецовская,25,30.332577,59.87143199999999,2121.9
174,Бадаева,11,30.443114,59.920975,Литейный просп.,56,30.349456,59.935069999999996,1510.65
175,Бадаева,11,30.443114,59.920975,Луначарского пр.,47,30.360164,60.036281,2499.05
176,Бадаева,11,30.443114,59.920975,Льва Толстого,6/8,30.321859999999997,59.965309,1937.0
177,Бадаева,11,30.443114,59.920975,Мечникова пр.,27,30.410891999999997,59.986982999999995,1701.6
178,Бадаева,11,30.443114,59.920975,Народная,21,30.468124,59.879137,1289.35
179,Бадаева,11,30.443114,59.920975,Оптиков,54,30.199033,60.000713,2771.9
180,Бадаева,11,30.443114,59.920975,Пискаревский просп.,47,30.431328999999998,59.983422999999995,1684.35
181,Бадаева,11,30.443114,59.920975,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,3707.7
182,Бадаева,11,30.443114,59.920975,Солидарности просп.,4,30.490114000000002,59.92828000000001,949.8
183,Бадаева,11,30.443114,59.920975,Учебный пер.,5,30.336763,60.037252,2683.85
184,Бадаева,11,30.443114,59.920975,наб. реки Фонтанки,154,30.28255,59.915765,2081.35
185,Бармалеева,13,30.305735,59.964503,Большой просп. ВО,85,30.250614000000002,59.930178000000005,787.5
186,Бармалеева,13,30.305735,59.964503,Будапештская,3,30.36382,59.873704000000004,2337.75
187,Бармалеева,13,30.305735,59.964503,Вавиловых,14,30.390563,60.024752,1811.25
188,Бармалеева,13,30.305735,59.964503,Динамо пр.,3,30.279864,59.972699,593.2631578947369
189,Бармалеева,13,30.305735,59.964503,Загородный просп.,47,30.321195,59.921804,1247.05
190,Бармалеева,13,30.305735,59.964503,Костюшко,2,30.295701,59.849212,2416.2
191,Бармалеева,13,30.305735,59.964503,Кузнецовская,25,30.332577,59.87143199999999,1951.7
192,Бармалеева,13,30.305735,59.964503,Литейный просп.,56,30.349456,59.935069999999996,903.55
193,Бармалеева,13,30.305735,59.964503,Луначарского пр.,47,30.360164,60.036281,1890.1
194,Бармалеева,13,30.305735,59.964503,Льва Толстого,6/8,30.321859999999997,59.965309,404.6
195,Бармалеева,13,30.305735,59.964503,Мечникова пр.,27,30.410891999999997,59.986982999999995,1352.2
196,Бармалеева,13,30.305735,59.964503,Народная,21,30.468124,59.879137,1839.85
197,Бармалеева,13,30.305735,59.964503,Оптиков,54,30.199033,60.000713,1657.9
198,Бармалеева,13,30.305735,59.964503,Пискаревский просп.,47,30.431328999999998,59.983422999999995,1432.4
199,Бармалеева,13,30.305735,59.964503,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,2603.05
200,Бармалеева,13,30.305735,59.964503,Солидарности просп.,4,30.490114000000002,59.92828000000001,2046.05
201,Бармалеева,13,30.305735,59.964503,Учебный пер.,5,30.336763,60.037252,1794.3
202,Бармалеева,13,30.305735,59.964503,наб. реки Фонтанки,154,30.28255,59.915765,1299.05
203,Бассейная,83,30.349564,59.864548,Большой просп. ВО,85,30.250614000000002,59.930178000000005,1975.2173913043478
204,Бассейная,83,30.349564,59.864548,Будапештская,3,30.36382,59.873704000000004,694.1739130434783
205,Бассейная,83,30.349564,59.864548,Вавиловых,14,30.390563,60.024752,3129.3478260869565
206,Бассейная,83,30.349564,59.864548,Динамо пр.,3,30.279864,59.972699,2371.8636363636365
207,Бассейная,83,30.349564,59.864548,Загородный просп.,47,30.321195,59.921804,803.3913043478261
208,Бассейная,83,30.349564,59.864548,Костюшко,2,30.295701,59.849212,991.6086956521739
209,Бассейная,83,30.349564,59.864548,Кузнецовская,25,30.332577,59.87143199999999,361.3478260869565
210,Бассейная,83,30.349564,59.864548,Литейный просп.,56,30.349456,59.935069999999996,1299.2173913043478
211,Бассейная,83,30.349564,59.864548,Луначарского пр.,47,30.360164,60.036281,3231.217391304348
212,Бассейная,83,30.349564,59.864548,Льва Толстого,6/8,30.321859999999997,59.965309,1969.695652173913
213,Бассейная,83,30.349564,59.864548,Народная,21,30.468124,59.879137,1024.5652173913043
214,Бассейная,83,30.349564,59.864548,Оптиков,54,30.199033,60.000713,2931.217391304348
215,Бассейная,83,30.349564,59.864548,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,3863.391304347826
216,Бассейная,83,30.349564,59.864548,Солидарности просп.,4,30.490114000000002,59.92828000000001,1832.4347826086957
217,Бассейная,83,30.349564,59.864548,Учебный пер.,5,30.336763,60.037252,3141.3478260869565
218,Бассейная,83,30.349564,59.864548,наб. реки Фонтанки,154,30.28255,59.915765,1198.9130434782608
219,Белградская,10к1,30.360091999999998,59.868311,Большой просп. ВО,85,30.250614000000002,59.930178000000005,2142.35
220,Белградская,10к1,30.360091999999998,59.868311,Будапештская,3,30.36382,59.873704000000004,610.05
221,Белградская,10к1,30.360091999999998,59.868311,Вавиловых,14,30.390563,60.024752,3366.05
222,Белградская,10к1,30.360091999999998,59.868311,Динамо пр.,3,30.279864,59.972699,2530.375
223,Белградская,10к1,30.360091999999998,59.868311,Загородный просп.,47,30.321195,59.921804,1020.35
224,Белградская,10к1,30.360091999999998,59.868311,Костюшко,2,30.295701,59.849212,1545.3
225,Белградская,10к1,30.360091999999998,59.868311,Кузнецовская,25,30.332577,59.87143199999999,713.85
226,Белградская,10к1,30.360091999999998,59.868311,Литейный просп.,56,30.349456,59.935069999999996,1512.35
227,Белградская,10к1,30.360091999999998,59.868311,Луначарского пр.,47,30.360164,60.036281,3461.6
228,Белградская,10к1,30.360091999999998,59.868311,Льва Толстого,6/8,30.321859999999997,59.965309,2404.9444444444443
229,Белградская,10к1,30.360091999999998,59.868311,Народная,21,30.468124,59.879137,1193.75
230,Белградская,10к1,30.360091999999998,59.868311,Оптиков,54,30.199033,60.000713,3160.65
231,Белградская,10к1,30.360091999999998,59.868311,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,4109.0
232,Белградская,10к1,30.360091999999998,59.868311,Солидарности просп.,4,30.490114000000002,59.92828000000001,2006.85
233,Белградская,10к1,30.360091999999998,59.868311,Учебный пер.,5,30.336763,60.037252,3389.5
234,Белградская,10к1,30.360091999999998,59.868311,наб. реки Фонтанки,154,30.28255,59.915765,1428.85
235,Белы Куна,2к1,30.373711,59.869399,Большой просп. ВО,85,30.250614000000002,59.930178000000005,2270.7
236,Белы Куна,2к1,30.373711,59.869399,Будапештская,3,30.36382,59.873704000000004,545.6
237,Белы Куна,2к1,30.373711,59.869399,Вавиловых,14,30.390563,60.024752,3035.65
238,Белы Куна,2к1,30.373711,59.869399,Динамо пр.,3,30.279864,59.972699,2669.875
239,Белы Куна,2к1,30.373711,59.869399,Загородный просп.,47,30.321195,59.921804,1151.2
240,Белы Куна,2к1,30.373711,59.869399,Костюшко,2,30.295701,59.849212,1681.2
241,Белы Куна,2к1,30.373711,59.869399,Кузнецовская,25,30.332577,59.87143199999999,851.4
242,Белы Куна,2к1,30.373711,59.869399,Литейный просп.,56,30.349456,59.935069999999996,1640.35
243,Белы Куна,2к1,30.373711,59.869399,Луначарского пр.,47,30.360164,60.036281,3128.3
244,Белы Куна,2к1,30.373711,59.869399,Льва Толстого,6/8,30.321859999999997,59.965309,2526.222222222222
245,Белы Куна,2к1,30.373711,59.869399,Мечникова пр.,27,30.410891999999997,59.986982999999995,2241.0
246,Белы Куна,2к1,30.373711,59.869399,Народная,21,30.468124,59.879137,1012.15
247,Белы Куна,2к1,30.373711,59.869399,Оптиков,54,30.199033,60.000713,3285.55
248,Белы Куна,2к1,30.373711,59.869399,Пискаревский просп.,47,30.431328999999998,59.983422999999995,2108.1
249,Белы Куна,2к1,30.373711,59.869399,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,4231.65
250,Белы Куна,2к1,30.373711,59.869399,Солидарности просп.,4,30.490114000000002,59.92828000000001,1824.25
251,Белы Куна,2к1,30.373711,59.869399,Учебный пер.,5,30.336763,60.037252,3515.4
252,Белы Куна,2к1,30.373711,59.869399,наб. реки Фонтанки,154,30.28255,59.915765,1558.55
253,Богатырский пр.,31,30.244263,60.003201000000004,Большой просп. ВО,85,30.250614000000002,59.930178000000005,1818.15
254,Богатырский пр.,31,30.244263,60.003201000000004,Будапештская,3,30.36382,59.873704000000004,2942.35
255,Богатырский пр.,31,30.244263,60.003201000000004,Вавиловых,14,30.390563,60.024752,1645.8
256,Богатырский пр.,31,30.244263,60.003201000000004,Динамо пр.,3,30.279864,59.972699,1255.7894736842106
257,Богатырский пр.,31,30.244263,60.003201000000004,Загородный просп.,47,30.321195,59.921804,1851.35
258,Богатырский пр.,31,30.244263,60.003201000000004,Костюшко,2,30.295701,59.849212,3278.95
259,Богатырский пр.,31,30.244263,60.003201000000004,Кузнецовская,25,30.332577,59.87143199999999,2804.2
260,Богатырский пр.,31,30.244263,60.003201000000004,Литейный просп.,56,30.349456,59.935069999999996,1502.6
