№,Улица (от),Дом (от),Широта (от),Долгота (от),Улица (до),Дом (до),Широта (до),Долгота (до),Длительность (сек)
56,Авиаконструкторов пр.,49,30.223611,60.027898,Учебный пер.,5,30.336763,60.037252,2304.0
57,Авиаконструкторов пр.,49,30.223611,60.027898,наб. реки Фонтанки,154,30.28255,59.915765,2668.25
58,Аллея Поликарпова,5,30.289485,60.008878,Большой просп. ВО,85,30.250614000000002,59.930178000000005,1842.125
59,Аллея Поликарпова,5,30.289485,60.008878,Будапештская,3,30.36382,59.873704000000004,3324.0
60,Аллея Поликарпова,5,30.289485,60.008878,Вавиловых,14,30.390563,60.024752,1591.25
61,Аллея Поликарпова,5,30.289485,60.008878,Динамо пр.,3,30.279864,59.972699,1181.75
62,Аллея Поликарпова,5,30.289485,60.008878,Загородный просп.,47,30.321195,59.921804,2179.5
63,Аллея Поликарпова,5,30.289485,60.008878,Костюшко,2,30.295701,59.849212,3456.0
64,Аллея Поликарпова,5,30.289485,60.008878,Кузнецовская,25,30.332577,59.87143199999999,2912.875
65,Аллея Поликарпова,5,30.289485,60.008878,Литейный просп.,56,30.349456,59.935069999999996,1819.375
66,Аллея Поликарпова,5,30.289485,60.008878,Луначарского пр.,47,30.360164,60.036281,1746.625
67,Аллея Поликарпова,5,30.289485,60.008878,Льва Толстого,6/8,30.321859999999997,59.965309,1446.75
68,Аллея Поликарпова,5,30.289485,60.008878,Мечникова пр.,27,30.410891999999997,59.986982999999995,1642.25
69,Аллея Поликарпова,5,30.289485,60.008878,Народная,21,30.468124,59.879137,2619.5
70,Аллея Поликарпова,5,30.289485,60.008878,Оптиков,54,30.199033,60.000713,1345.625
71,Аллея Поликарпова,5,30.289485,60.008878,Пискаревский просп.,47,30.431328999999998,59.983422999999995,1932.0
72,Аллея Поликарпова,5,30.289485,60.008878,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,2518.5
73,Аллея Поликарпова,5,30.289485,60.008878,Учебный пер.,5,30.336763,60.037252,1631.125
74,Аллея Поликарпова,5,30.289485,60.008878,наб. реки Фонтанки,154,30.28255,59.915765,2209.25
75,Антонова-Овсеенко,21,30.473019,59.908922,Аккуратова,2,30.301594,60.015377,2637.875
76,Антонова-Овсеенко,21,30.473019,59.908922,Большой просп. ВО,85,30.250614000000002,59.930178000000005,2525.5
77,Антонова-Овсеенко,21,30.473019,59.908922,Будапештская,3,30.36382,59.873704000000004,1751.5
78,Антонова-Овсеенко,21,30.473019,59.908922,Вавиловых,14,30.390563,60.024752,2253.375
79,Антонова-Овсеенко,21,30.473019,59.908922,Динамо пр.,3,30.279864,59.972699,2510.125
80,Антонова-Овсеенко,21,30.473019,59.908922,Загородный просп.,47,30.321195,59.921804,1740.125
81,Антонова-Овсеенко,21,30.473019,59.908922,Костюшко,2,30.295701,59.849212,2141.75
82,Антонова-Овсеенко,21,30.473019,59.908922,Кузнецовская,25,30.332577,59.87143199999999,1805.625
83,Антонова-Овсеенко,21,30.473019,59.908922,Литейный просп.,56,30.349456,59.935069999999996,1488.125
84,Антонова-Овсеенко,21,30.473019,59.908922,Луначарского пр.,47,30.360164,60.036281,2361.375
85,Антонова-Овсеенко,21,30.473019,59.908922,Льва Толстого,6/8,30.321859999999997,59.965309,1845.25
86,Антонова-Овсеенко,21,30.473019,59.908922,Мечникова пр.,27,30.410891999999997,59.986982999999995,1547.5
87,Антонова-Овсеенко,21,30.473019,59.908922,Народная,21,30.468124,59.879137,978.75
88,Антонова-Овсеенко,21,30.473019,59.908922,Оптиков,54,30.199033,60.000713,2680.75
89,Антонова-Овсеенко,21,30.473019,59.908922,Пискаревский просп.,47,30.431328999999998,59.983422999999995,1444.75
90,Антонова-Овсеенко,21,30.473019,59.908922,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,3442.125
91,Антонова-Овсеенко,21,30.473019,59.908922,Солидарности просп.,4,30.490114000000002,59.92828000000001,624.625
92,Антонова-Овсеенко,21,30.473019,59.908922,Учебный пер.,5,30.336763,60.037252,2575.75
93,Антонова-Овсеенко,21,30.473019,59.908922,наб. реки Фонтанки,154,30.28255,59.915765,2230.5
94,Апрельская,5,30.416749,59.962967000000006,Аккуратова,2,30.301594,60.015377,1848.25
95,Апрельская,5,30.416749,59.962967000000006,Большой просп. ВО,85,30.250614000000002,59.930178000000005,1677.0
96,Апрельская,5,30.416749,59.962967000000006,Будапештская,3,30.36382,59.873704000000004,2215.5
97,Апрельская,5,30.416749,59.962967000000006,Вавиловых,14,30.390563,60.024752,1491.75
98,Апрельская,5,30.416749,59.962967000000006,Динамо пр.,3,30.279864,59.972699,1651.0
99,Апрельская,5,30.416749,59.962967000000006,Загородный просп.,47,30.321195,59.921804,1390.125
100,Апрельская,5,30.416749,59.962967000000006,Костюшко,2,30.295701,59.849212,2670.25
101,Апрельская,5,30.416749,59.962967000000006,Кузнецовская,25,30.332577,59.87143199999999,2009.625
102,Апрельская,5,30.416749,59.962967000000006,Литейный просп.,56,30.349456,59.935069999999996,1014.375
103,Апрельская,5,30.416749,59.962967000000006,Луначарского пр.,47,30.360164,60.036281,1603.125
104,Апрельская,5,30.416749,59.962967000000006,Льва Толстого,6/8,30.321859999999997,59.965309,1033.0
105,Апрельская,5,30.416749,59.962967000000006,Мечникова пр.,27,30.410891999999997,59.986982999999995,660.25
106,Апрельская,5,30.416749,59.962967000000006,Народная,21,30.468124,59.879137,1284.375
107,Апрельская,5,30.416749,59.962967000000006,Оптиков,54,30.199033,60.000713,1873.375
108,Апрельская,5,30.416749,59.962967000000006,Пискаревский просп.,47,30.431328999999998,59.983422999999995,532.375
109,Апрельская,5,30.416749,59.962967000000006,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,2836.625
110,Апрельская,5,30.416749,59.962967000000006,Солидарности просп.,4,30.490114000000002,59.92828000000001,1154.125
111,Апрельская,5,30.416749,59.962967000000006,Учебный пер.,5,30.336763,60.037252,1816.875
112,Апрельская,5,30.416749,59.962967000000006,наб. реки Фонтанки,154,30.28255,59.915765,1676.25
113,Асафьева,12,30.328785999999997,60.04866,Аккуратова,2,30.301594,60.015377,1186.5
114,Асафьева,12,30.328785999999997,60.04866,Большой просп. ВО,85,30.250614000000002,59.930178000000005,2771.0
115,Асафьева,12,30.328785999999997,60.04866,Будапештская,3,30.36382,59.873704000000004,3890.0
116,Асафьева,12,30.328785999999997,60.04866,Вавиловых,14,30.390563,60.024752,1455.0
117,Асафьева,12,30.328785999999997,60.04866,Динамо пр.,3,30.279864,59.972699,2121.0
118,Асафьева,12,30.328785999999997,60.04866,Загородный просп.,47,30.321195,59.921804,2742.0
119,Асафьева,12,30.328785999999997,60.04866,Костюшко,2,30.295701,59.849212,4297.0
120,Асафьева,12,30.328785999999997,60.04866,Кузнецовская,25,30.332577,59.87143199999999,3656.5
121,Асафьева,12,30.328785999999997,60.04866,Литейный просп.,56,30.349456,59.935069999999996,2321.5
122,Асафьева,12,30.328785999999997,60.04866,Луначарского пр.,47,30.360164,60.036281,935.5
123,Асафьева,12,30.328785999999997,60.04866,Льва Толстого,6/8,30.321859999999997,59.965309,2024.0
124,Асафьева,12,30.328785999999997,60.04866,Мечникова пр.,27,30.410891999999997,59.986982999999995,1914.5
125,Асафьева,12,30.328785999999997,60.04866,Народная,21,30.468124,59.879137,3035.5
126,Асафьева,12,30.328785999999997,60.04866,Оптиков,54,30.199033,60.000713,2292.5
127,Асафьева,12,30.328785999999997,60.04866,Пискаревский просп.,47,30.431328999999998,59.983422999999995,2212.0
128,Асафьева,12,30.328785999999997,60.04866,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,2819.5
129,Асафьева,12,30.328785999999997,60.04866,Учебный пер.,5,30.336763,60.037252,893.5
130,Асафьева,12,30.328785999999997,60.04866,наб. реки Фонтанки,154,30.28255,59.915765,2927.5
131,Асафьева,12к1,30.328785999999997,60.04866,Аккуратова,2,30.301594,60.015377,1123.5
132,Асафьева,12к1,30.328785999999997,60.04866,Большой просп. ВО,85,30.250614000000002,59.930178000000005,2480.8333333333335
133,Асафьева,12к1,30.328785999999997,60.04866,Будапештская,3,30.36382,59.873704000000004,3630.0
134,Асафьева,12к1,30.328785999999997,60.04866,Вавиловых,14,30.390563,60.024752,1450.5
135,Асафьева,12к1,30.328785999999997,60.04866,Динамо пр.,3,30.279864,59.972699,2003.0
136,Асафьева,12к1,30.328785999999997,60.04866,Загородный просп.,47,30.321195,59.921804,2506.1666666666665
137,Асафьева,12к1,30.328785999999997,60.04866,Костюшко,2,30.295701,59.849212,3935.0
138,Асафьева,12к1,30.328785999999997,60.04866,Кузнецовская,25,30.332577,59.87143199999999,3396.1666666666665
139,Асафьева,12к1,30.328785999999997,60.04866,Литейный просп.,56,30.349456,59.935069999999996,2141.1666666666665
140,Асафьева,12к1,30.328785999999997,60.04866,Луначарского пр.,47,30.360164,60.036281,938.8333333333334
141,Асафьева,12к1,30.328785999999997,60.04866,Льва Толстого,6/8,30.321859999999997,59.965309,1826.0
142,Асафьева,12к1,30.328785999999997,60.04866,Мечникова пр.,27,30.410891999999997,59.986982999999995,1863.8333333333333
143,Асафьева,12к1,30.328785999999997,60.04866,Народная,21,30.468124,59.879137,2707.8333333333335
144,Асафьева,12к1,30.328785999999997,60.04866,Оптиков,54,30.199033,60.000713,2128.5
145,Асафьева,12к1,30.328785999999997,60.04866,Пискаревский просп.,47,30.431328999999998,59.983422999999995,2398.0
146,Асафьева,12к1,30.328785999999997,60.04866,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,2802.3333333333335
147,Асафьева,12к1,30.328785999999997,60.04866,Учебный пер.,5,30.336763,60.037252,898.8333333333334
148,Асафьева,12к1,30.328785999999997,60.04866,наб. реки Фонтанки,154,30.28255,59.915765,2774.6666666666665
149,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Большой просп. ВО,85,30.250614000000002,59.930178000000005,3016.0
150,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Будапештская,3,30.36382,59.873704000000004,1864.0
151,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Вавиловых,14,30.390563,60.024752,3516.5
152,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Загородный просп.,47,30.321195,59.921804,1946.0
153,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Костюшко,2,30.295701,59.849212,1420.0
154,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Кузнецовская,25,30.332577,59.87143199999999,1371.5
155,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Литейный просп.,56,30.349456,59.935069999999996,2491.5
156,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Луначарского пр.,47,30.360164,60.036281,3059.0
157,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Льва Толстого,6/8,30.321859999999997,59.965309,2990.5
158,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Мечникова пр.,27,30.410891999999997,59.986982999999995,2819.5
159,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Народная,21,30.468124,59.879137,1683.5
160,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Оптиков,54,30.199033,60.000713,4160.0
161,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Пискаревский просп.,47,30.431328999999998,59.983422999999995,2940.0
162,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,4306.5
163,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Солидарности просп.,4,30.490114000000002,59.92828000000001,2370.0
164,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,Учебный пер.,5,30.336763,60.037252,3150.0
165,Аэропорт Пулково-1,,30.273189000000002,59.800005000000006,наб. реки Фонтанки,154,30.28255,59.915765,2239.5
166,Бадаева,11,30.443114,59.920975,Большой просп. ВО,85,30.250614000000002,59.930178000000005,2708.0
167,Бадаева,11,30.443114,59.920975,Будапештская,3,30.36382,59.873704000000004,2148.125
168,Бадаева,11,30.443114,59.920975,Вавиловых,14,30.390563,60.024752,2635.25
169,Бадаева,11,30.443114,59.920975,Динамо пр.,3,30.279864,59.972699,2694.0
170,Бадаева,11,30.443114,59.920975,Загородный просп.,47,30.321195,59.921804,1944.0
171,Бадаева,11,30.443114,59.920975,Костюшко,2,30.295701,59.849212,2893.125
172,Бадаева,11,30.443114,59.920975,Кузнецовская,25,30.332577,59.87143199999999,2210.875
173,Бадаева,11,30.443114,59.920975,Литейный просп.,56,30.349456,59.935069999999996,1676.375
174,Бадаева,11,30.443114,59.920975,Луначарского пр.,47,30.360164,60.036281,2740.375
175,Бадаева,11,30.443114,59.920975,Льва Толстого,6/8,30.321859999999997,59.965309,2039.625
176,Бадаева,11,30.443114,59.920975,Мечникова пр.,27,30.410891999999997,59.986982999999995,1926.0
177,Бадаева,11,30.443114,59.920975,Народная,21,30.468124,59.879137,1346.125
178,Бадаева,11,30.443114,59.920975,Оптиков,54,30.199033,60.000713,2875.125
179,Бадаева,11,30.443114,59.920975,Пискаревский просп.,47,30.431328999999998,59.983422999999995,1826.625
180,Бадаева,11,30.443114,59.920975,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,3835.625
181,Бадаева,11,30.443114,59.920975,Солидарности просп.,4,30.490114000000002,59.92828000000001,1001.625
182,Бадаева,11,30.443114,59.920975,Учебный пер.,5,30.336763,60.037252,2953.125
183,Бадаева,11,30.443114,59.920975,наб. реки Фонтанки,154,30.28255,59.915765,2426.625
184,Бармалеева,13,30.305735,59.964503,Большой просп. ВО,85,30.250614000000002,59.930178000000005,817.625
185,Бармалеева,13,30.305735,59.964503,Будапештская,3,30.36382,59.873704000000004,2487.25
186,Бармалеева,13,30.305735,59.964503,Вавиловых,14,30.390563,60.024752,1920.75
187,Бармалеева,13,30.305735,59.964503,Динамо пр.,3,30.279864,59.972699,606.375
188,Бармалеева,13,30.305735,59.964503,Загородный просп.,47,30.321195,59.921804,1340.125
189,Бармалеева,13,30.305735,59.964503,Костюшко,2,30.295701,59.849212,2610.5
190,Бармалеева,13,30.305735,59.964503,Кузнецовская,25,30.332577,59.87143199999999,2097.125
191,Бармалеева,13,30.305735,59.964503,Литейный просп.,56,30.349456,59.935069999999996,987.375
192,Бармалеева,13,30.305735,59.964503,Луначарского пр.,47,30.360164,60.036281,2071.25
193,Бармалеева,13,30.305735,59.964503,Льва Толстого,6/8,30.321859999999997,59.965309,432.625
194,Бармалеева,13,30.305735,59.964503,Мечникова пр.,27,30.410891999999997,59.986982999999995,1440.25
195,Бармалеева,13,30.305735,59.964503,Народная,21,30.468124,59.879137,1979.25
196,Бармалеева,13,30.305735,59.964503,Оптиков,54,30.199033,60.000713,1713.0
197,Бармалеева,13,30.305735,59.964503,Пискаревский просп.,47,30.431328999999998,59.983422999999995,1538.875
198,Бармалеева,13,30.305735,59.964503,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,2669.125
199,Бармалеева,13,30.305735,59.964503,Солидарности просп.,4,30.490114000000002,59.92828000000001,2207.75
200,Бармалеева,13,30.305735,59.964503,Учебный пер.,5,30.336763,60.037252,1958.0
201,Бармалеева,13,30.305735,59.964503,наб. реки Фонтанки,154,30.28255,59.915765,1381.75
202,Бассейная,83,30.349564,59.864548,Большой просп. ВО,85,30.250614000000002,59.930178000000005,2148.125
203,Бассейная,83,30.349564,59.864548,Будапештская,3,30.36382,59.873704000000004,718.125
204,Бассейная,83,30.349564,59.864548,Вавиловых,14,30.390563,60.024752,3170.125
205,Бассейная,83,30.349564,59.864548,Динамо пр.,3,30.279864,59.972699,2591.25
206,Бассейная,83,30.349564,59.864548,Загородный просп.,47,30.321195,59.921804,845.25
207,Бассейная,83,30.349564,59.864548,Костюшко,2,30.295701,59.849212,1134.75
208,Бассейная,83,30.349564,59.864548,Кузнецовская,25,30.332577,59.87143199999999,362.125
209,Бассейная,83,30.349564,59.864548,Литейный просп.,56,30.349456,59.935069999999996,1260.875
210,Бассейная,83,30.349564,59.864548,Луначарского пр.,47,30.360164,60.036281,3271.625
211,Бассейная,83,30.349564,59.864548,Льва Толстого,6/8,30.321859999999997,59.965309,2162.75
212,Бассейная,83,30.349564,59.864548,Народная,21,30.468124,59.879137,1074.125
213,Бассейная,83,30.349564,59.864548,Оптиков,54,30.199033,60.000713,2949.875
214,Бассейная,83,30.349564,59.864548,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,3886.5
215,Бассейная,83,30.349564,59.864548,Солидарности просп.,4,30.490114000000002,59.92828000000001,1958.875
216,Бассейная,83,30.349564,59.864548,Учебный пер.,5,30.336763,60.037252,3279.375
217,Бассейная,83,30.349564,59.864548,наб. реки Фонтанки,154,30.28255,59.915765,1364.25
218,Белградская,10к1,30.360091999999998,59.868311,Большой просп. ВО,85,30.250614000000002,59.930178000000005,2309.5
219,Белградская,10к1,30.360091999999998,59.868311,Будапештская,3,30.36382,59.873704000000004,611.625
220,Белградская,10к1,30.360091999999998,59.868311,Вавиловых,14,30.390563,60.024752,3449.875
221,Белградская,10к1,30.360091999999998,59.868311,Динамо пр.,3,30.279864,59.972699,2596.5
222,Белградская,10к1,30.360091999999998,59.868311,Загородный просп.,47,30.321195,59.921804,1038.0
223,Белградская,10к1,30.360091999999998,59.868311,Костюшко,2,30.295701,59.849212,1643.75
224,Белградская,10к1,30.360091999999998,59.868311,Кузнецовская,25,30.332577,59.87143199999999,711.25
225,Белградская,10к1,30.360091999999998,59.868311,Литейный просп.,56,30.349456,59.935069999999996,1499.625
226,Белградская,10к1,30.360091999999998,59.868311,Луначарского пр.,47,30.360164,60.036281,3557.375
227,Белградская,10к1,30.360091999999998,59.868311,Льва Толстого,6/8,30.321859999999997,59.965309,2370.0
228,Белградская,10к1,30.360091999999998,59.868311,Народная,21,30.468124,59.879137,1236.75
229,Белградская,10к1,30.360091999999998,59.868311,Оптиков,54,30.199033,60.000713,3170.125
230,Белградская,10к1,30.360091999999998,59.868311,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,4141.625
231,Белградская,10к1,30.360091999999998,59.868311,Солидарности просп.,4,30.490114000000002,59.92828000000001,2108.0
232,Белградская,10к1,30.360091999999998,59.868311,Учебный пер.,5,30.336763,60.037252,3568.375
233,Белградская,10к1,30.360091999999998,59.868311,наб. реки Фонтанки,154,30.28255,59.915765,1552.625
234,Белы Куна,2к1,30.373711,59.869399,Большой просп. ВО,85,30.250614000000002,59.930178000000005,2438.125
235,Белы Куна,2к1,30.373711,59.869399,Будапештская,3,30.36382,59.873704000000004,533.625
236,Белы Куна,2к1,30.373711,59.869399,Вавиловых,14,30.390563,60.024752,3266.375
237,Белы Куна,2к1,30.373711,59.869399,Динамо пр.,3,30.279864,59.972699,2729.0
238,Белы Куна,2к1,30.373711,59.869399,Загородный просп.,47,30.321195,59.921804,1164.5
239,Белы Куна,2к1,30.373711,59.869399,Костюшко,2,30.295701,59.849212,1772.375
240,Белы Куна,2к1,30.373711,59.869399,Кузнецовская,25,30.332577,59.87143199999999,841.0
241,Белы Куна,2к1,30.373711,59.869399,Литейный просп.,56,30.349456,59.935069999999996,1621.125
242,Белы Куна,2к1,30.373711,59.869399,Луначарского пр.,47,30.360164,60.036281,3376.25
243,Белы Куна,2к1,30.373711,59.869399,Льва Толстого,6/8,30.321859999999997,59.965309,2492.25
244,Белы Куна,2к1,30.373711,59.869399,Мечникова пр.,27,30.410891999999997,59.986982999999995,2423.375
245,Белы Куна,2к1,30.373711,59.869399,Народная,21,30.468124,59.879137,1025.5
246,Белы Куна,2к1,30.373711,59.869399,Оптиков,54,30.199033,60.000713,3289.0
247,Белы Куна,2к1,30.373711,59.869399,Пискаревский просп.,47,30.431328999999998,59.983422999999995,2283.75
248,Белы Куна,2к1,30.373711,59.869399,Сестрорецк. ул. Борисова,д. 9,29.969890999999997,60.102212,4264.0
249,Белы Куна,2к1,30.373711,59.869399,Солидарности просп.,4,30.490114000000002,59.92828000000001,1896.0
250,Белы Куна,2к1,30.373711,59.869399,Учебный пер.,5,30.336763,60.037252,3692.125
251,Белы Куна,2к1,30.373711,59.869399,наб. реки Фонтанки,154,30.28255,59.915765,1681.75
252,Богатырский пр.,31,30.244263,60.003201000000004,Большой просп. ВО,85,30.250614000000002,59.930178000000005,1998.25
253,Богатырский пр.,31,30.244263,60.003201000000004,Будапештская,3,30.36382,59.873704000000004,3078.625
254,Богатырский пр.,31,30.244263,60.003201000000004,Вавиловых,14,30.390563,60.024752,1749.375
255,Богатырский пр.,31,30.244263,60.003201000000004,Динамо пр.,3,30.279864,59.972699,1337.75
256,Богатырский пр.,31,30.244263,60.003201000000004,Загородный просп.,47,30.321195,59.921804,1934.25
257,Богатырский пр.,31,30.244263,60.003201000000004,Костюшко,2,30.295701,59.849212,3612.0
258,Богатырский пр.,31,30.244263,60.003201000000004,Кузнецовская,25,30.332577,59.87143199999999,3069.5
259,Богатырский пр.,31,30.244263,60.003201000000004,Литейный просп.,56,30.349456,59.935069999999996,1574.25
260,Богатырский пр.,31,30.244263,60.003201000000004,Луначарского пр.,47,30.360164,60.036281,1904.375
261,Богатырский пр.,31,30.244263,60.003201000000004,Льва Толстого,6/8,30.321859999999997,59.965309,1630.0
262,Богатырский пр.,31,30.244263,60.003201000000004,Мечникова пр.,27,30.410891999999997,59.986982999999995,1800.5
263,Богатырский пр.,31,30.244263,60.003201000000004,Народная,21,30.468124,59.879137,2371.5
264,Богатырский пр.,31,30.244263,60.003201000000004,Оптиков,54,30.199033,60.000713,720.75
265,Богатырский пр.,31,30.244263,60.003201000000004,Пискаревский просп.,47,30.431328999999998,59.983422999999995,2069.875
